roman,titreLabel,authorLabel
http://www.wikidata.org/entity/Q124081896,,Henrietta Eliza Vaughan Stannard
http://www.wikidata.org/entity/Q124081897,,Jessie Fothergill
http://www.wikidata.org/entity/Q124081898,,Fred Whishaw
http://www.wikidata.org/entity/Q124081899,,Thomas Pemberton
http://www.wikidata.org/entity/Q124081900,,William Gordon Stables
http://www.wikidata.org/entity/Q124081901,,William Gordon Stables
http://www.wikidata.org/entity/Q124081902,,William Harrison Ainsworth
http://www.wikidata.org/entity/Q124081903,,Emma Marshall
http://www.wikidata.org/entity/Q124081904,,Algernon Gissing
http://www.wikidata.org/entity/Q124081905,,Richard Marsh
http://www.wikidata.org/entity/Q124081906,,George Alfred Henty
http://www.wikidata.org/entity/Q124081907,,James Grant
http://www.wikidata.org/entity/Q124081908,,Henry Hawley Smart
http://www.wikidata.org/entity/Q124081909,,Hugh Conway
http://www.wikidata.org/entity/Q124081910,,Helen Milman
http://www.wikidata.org/entity/Q124081911,,Louisa Ruth Lowe
http://www.wikidata.org/entity/Q124081912,,George Alfred Lawrence
http://www.wikidata.org/entity/Q124081913,,Hugh Mulleneux Walmsley
http://www.wikidata.org/entity/Q124081915,,Edith C. Kenyon
http://www.wikidata.org/entity/Q124081916,,Grace Stebbing
http://www.wikidata.org/entity/Q124081917,,Florence Marryat
http://www.wikidata.org/entity/Q124081918,,F. M. Allen
http://www.wikidata.org/entity/Q124081920,,Dinah Craik
http://www.wikidata.org/entity/Q124081921,,George Alfred Lawrence
http://www.wikidata.org/entity/Q124081922,,Susannah Mary Paull
http://www.wikidata.org/entity/Q124081924,,Henry Hawley Smart
http://www.wikidata.org/entity/Q124081925,,Mary Hay
http://www.wikidata.org/entity/Q124081926,,Henry Martineau Greenhow
http://www.wikidata.org/entity/Q124081927,,Julian Hawthorne
http://www.wikidata.org/entity/Q124081928,,William Hamilton Maxwell
http://www.wikidata.org/entity/Q124081929,,Annie Shepherd Swan
http://www.wikidata.org/entity/Q124081930,,Emma Marshall
http://www.wikidata.org/entity/Q124081932,,Emma Marshall
http://www.wikidata.org/entity/Q124081933,,Mary Emma Martin
http://www.wikidata.org/entity/Q124081934,,Edmund Hodgson Yates
http://www.wikidata.org/entity/Q124081935,,Mary Jemima Albert
http://www.wikidata.org/entity/Q124081936,,Herbert Byng Hall
http://www.wikidata.org/entity/Q124081937,,Fredrika Bremer
http://www.wikidata.org/entity/Q124081938,,Matilda Betham-Edwards
http://www.wikidata.org/entity/Q124081733,,Alexander Allardyce
http://www.wikidata.org/entity/Q124081734,,Ellen Buckingham Mathews
http://www.wikidata.org/entity/Q124081735,,Edith Stewart Drewry
http://www.wikidata.org/entity/Q124081736,,Marie Corelli
http://www.wikidata.org/entity/Q124081737,,Georg Moritz Ebers
http://www.wikidata.org/entity/Q124081738,,Rosa Nouchette Carey
http://www.wikidata.org/entity/Q124081739,,Lewis Strange Wingfield
http://www.wikidata.org/entity/Q124081740,,Charles Warren Adams
http://www.wikidata.org/entity/Q124081741,,W. E. Cule
http://www.wikidata.org/entity/Q124081742,,Henry Cadwallader Adams
http://www.wikidata.org/entity/Q124081743,,Hugh Stowell Scott
http://www.wikidata.org/entity/Q124081744,,Halliwell Sutcliffe
http://www.wikidata.org/entity/Q124081745,,George Alfred Lawrence
http://www.wikidata.org/entity/Q124081746,,Robert Sherard
http://www.wikidata.org/entity/Q124081747,,Wilkie Collins
http://www.wikidata.org/entity/Q124081748,,Edith C. Kenyon
http://www.wikidata.org/entity/Q124081749,,Harriet Parr
http://www.wikidata.org/entity/Q124081750,,J. E. Preston Muddock
http://www.wikidata.org/entity/Q124081751,,Fred Whishaw
http://www.wikidata.org/entity/Q124081752,,William Merle
http://www.wikidata.org/entity/Q124081753,,Evelyn Everett-Green
http://www.wikidata.org/entity/Q124081754,,John Cookson Fife-Cookson
http://www.wikidata.org/entity/Q124081755,,Headon Hill
http://www.wikidata.org/entity/Q124081756,,William Price Drury
http://www.wikidata.org/entity/Q124081757,,George Alfred Henty
http://www.wikidata.org/entity/Q124081758,,Thomas Colley Grattan
http://www.wikidata.org/entity/Q124081759,,Charles Stuart Savile
http://www.wikidata.org/entity/Q124081760,,Mrs Alexander
http://www.wikidata.org/entity/Q124081761,,Catherine Sinclair
http://www.wikidata.org/entity/Q124081762,,Laura Valentine
http://www.wikidata.org/entity/Q124081763,,Henry Hawley Smart
http://www.wikidata.org/entity/Q124081764,,William Harrison Ainsworth
http://www.wikidata.org/entity/Q124081765,,Julian Hawthorne
http://www.wikidata.org/entity/Q124081766,,Henrietta Eliza Vaughan Stannard
http://www.wikidata.org/entity/Q124081767,,Matilda Winifred Muriel Graham
http://www.wikidata.org/entity/Q124081768,,Harriet Parr
http://www.wikidata.org/entity/Q124081769,,Marie Connor Leighton
http://www.wikidata.org/entity/Q124081770,,Curtis Yorke
http://www.wikidata.org/entity/Q124081771,,John Ackworth
http://www.wikidata.org/entity/Q124081772,,Hesba Stretton
http://www.wikidata.org/entity/Q124081773,,Charlotte Mary Yonge
http://www.wikidata.org/entity/Q124081774,,Julie Bosville Chetwynd
http://www.wikidata.org/entity/Q124081775,,Dorothea Gérard
http://www.wikidata.org/entity/Q124081776,,Lily Dougall
http://www.wikidata.org/entity/Q124081777,,George Manville Fenn
http://www.wikidata.org/entity/Q124081778,,James Greenwood
http://www.wikidata.org/entity/Q124081779,,Mary Jemima Albert
http://www.wikidata.org/entity/Q124081780,,Mary Russell Mitford
http://www.wikidata.org/entity/Q124081781,,Anne Manning
http://www.wikidata.org/entity/Q124081782,,Annie E. Holdsworth
http://www.wikidata.org/entity/Q124081783,,Constance Cary Harrison
http://www.wikidata.org/entity/Q124081784,,Arabella Kenealy
http://www.wikidata.org/entity/Q124081785,,Percy Hetherington Fitzgerald
http://www.wikidata.org/entity/Q124081786,,Arthur Elton
http://www.wikidata.org/entity/Q124081787,,Frederick Chamier
http://www.wikidata.org/entity/Q124081788,,Frederick Chamier
http://www.wikidata.org/entity/Q124081789,,William Bury Westall
http://www.wikidata.org/entity/Q124081790,,Horace Frank Lester
http://www.wikidata.org/entity/Q124081791,,Charlotte Mary Yonge
http://www.wikidata.org/entity/Q124081792,,Sarah Tytler
http://www.wikidata.org/entity/Q124081793,,Dora Russell
http://www.wikidata.org/entity/Q124081794,,C. J. Cutcliffe Hyne
http://www.wikidata.org/entity/Q124081795,,Wolcott Balestier
http://www.wikidata.org/entity/Q124081796,,Mary Theresa Vidal
http://www.wikidata.org/entity/Q124081797,,Edith Maud Nicholson
http://www.wikidata.org/entity/Q124081798,,George Manville Fenn
http://www.wikidata.org/entity/Q124081799,,James Payn
http://www.wikidata.org/entity/Q124081800,,Emma Marshall
http://www.wikidata.org/entity/Q124081801,,George Alfred Henty
http://www.wikidata.org/entity/Q124081803,,Grantley Berkeley
http://www.wikidata.org/entity/Q124081804,,Mrs J. H. Riddell
http://www.wikidata.org/entity/Q124081805,,Elizabeth Glaister
http://www.wikidata.org/entity/Q124081806,,William Gresley
http://www.wikidata.org/entity/Q124081808,,William Bernard McCabe
http://www.wikidata.org/entity/Q124081809,,Lady Caroline Blan... Lindsay
http://www.wikidata.org/entity/Q124081810,,John Frazer Corkran
http://www.wikidata.org/entity/Q124081811,,Annie Hall Cudlip
http://www.wikidata.org/entity/Q124081812,,Evelyn Everett-Green
http://www.wikidata.org/entity/Q124081813,,Katharine Macquoid
http://www.wikidata.org/entity/Q124081814,,Annie Shepherd Swan
http://www.wikidata.org/entity/Q124081815,,Ellen Price
http://www.wikidata.org/entity/Q124081816,,Ellen Price
http://www.wikidata.org/entity/Q124081817,,Barbarina Charlotte Grey
http://www.wikidata.org/entity/Q124081818,,Mary Findlater
http://www.wikidata.org/entity/Q124081819,,Rhoda Broughton
http://www.wikidata.org/entity/Q124081820,,Frank Barrett
http://www.wikidata.org/entity/Q124081821,,William Charles Scully
http://www.wikidata.org/entity/Q124081822,,Emma Marshall
http://www.wikidata.org/entity/Q124081823,,Mary Linskill
http://www.wikidata.org/entity/Q124081824,,Curtis Yorke
http://www.wikidata.org/entity/Q124081825,,Amelia E. Barr
http://www.wikidata.org/entity/Q124081826,,Eleanor Ashworth Towle
http://www.wikidata.org/entity/Q124081827,,Gawin William Rowan Hamilton
http://www.wikidata.org/entity/Q124081828,,Arthur St. John Adcock
http://www.wikidata.org/entity/Q124081829,,Sybella Mary Crawley-Boevey
http://www.wikidata.org/entity/Q124081830,,Charles Gibbon
http://www.wikidata.org/entity/Q124081831,,Frank Savile
http://www.wikidata.org/entity/Q124081832,,Oswald John Frederick Crawfurd
http://www.wikidata.org/entity/Q124081833,,William Cuffe
http://www.wikidata.org/entity/Q124081834,,Mary Emma Egerton Eastwick
http://www.wikidata.org/entity/Q124083124,,Grant Allen
http://www.wikidata.org/entity/Q124083125,,George Alfred Henty
http://www.wikidata.org/entity/Q124083126,,Marie... Fetherstonhaugh
http://www.wikidata.org/entity/Q124083127,,Nellie Fortescue Harrison
http://www.wikidata.org/entity/Q124083128,,Ada Maria Jenyns
http://www.wikidata.org/entity/Q124083129,,Mary Linskill
http://www.wikidata.org/entity/Q124083130,,Julia Constance Fletcher
http://www.wikidata.org/entity/Q124083131,,Edith Stewart Drewry
http://www.wikidata.org/entity/Q124083132,,Benjamin Farjeon
http://www.wikidata.org/entity/Q124083133,,Wilhelmina Martha James
http://www.wikidata.org/entity/Q124083134,,Clive Robert Fenn
http://www.wikidata.org/entity/Q124083135,,Charles Joseph Kickham
http://www.wikidata.org/entity/Q124083136,,Iza Duffus Hardy
http://www.wikidata.org/entity/Q124083137,,Iza Duffus Hardy
http://www.wikidata.org/entity/Q124083139,,Evelyn Everett-Green
http://www.wikidata.org/entity/Q124083140,,Hamilton Drummond
http://www.wikidata.org/entity/Q124083141,,George Alfred Henty
http://www.wikidata.org/entity/Q124083142,,Harry Collingwood
http://www.wikidata.org/entity/Q124083143,,Annie Cox
http://www.wikidata.org/entity/Q124083144,,Arthur George Frederick Griffiths
http://www.wikidata.org/entity/Q124083145,,Isabella Banks
http://www.wikidata.org/entity/Q124083146,,Arthur George Frederick Griffiths
http://www.wikidata.org/entity/Q124083148,,Bertram Mitford
http://www.wikidata.org/entity/Q124083149,,Edward Gilliat
http://www.wikidata.org/entity/Q124083150,,Matilda Betham-Edwards
http://www.wikidata.org/entity/Q124083151,,Edith C. Kenyon
http://www.wikidata.org/entity/Q124083152,,Katharine Macquoid
http://www.wikidata.org/entity/Q124083153,,Frances E. M. Notley
http://www.wikidata.org/entity/Q124083154,,Edward James Reed
http://www.wikidata.org/entity/Q124083155,,Barbara Hofland
http://www.wikidata.org/entity/Q124083156,,David Coulton
http://www.wikidata.org/entity/Q124083157,,Mrs. Ogden Meeker
http://www.wikidata.org/entity/Q124083158,,John Bloundelle-Burton
http://www.wikidata.org/entity/Q124083159,,Emma Newby
http://www.wikidata.org/entity/Q124083160,,J. E. Preston Muddock
http://www.wikidata.org/entity/Q124083161,,Frank Barrett
http://www.wikidata.org/entity/Q124083164,,Ellen Buckingham Mathews
http://www.wikidata.org/entity/Q124083165,,Charles Henry Eden
http://www.wikidata.org/entity/Q124083166,,Charlotte Mary Yonge
http://www.wikidata.org/entity/Q124083168,,Susanna Carnegie Venn
http://www.wikidata.org/entity/Q124083169,,Rosa Mulholland
http://www.wikidata.org/entity/Q124083170,,Annie Hall Cudlip
http://www.wikidata.org/entity/Q124083171,,Robert Williams Buchanan
http://www.wikidata.org/entity/Q124083172,,William Henry Giles Kingston
http://www.wikidata.org/entity/Q124083173,,Eliza Humphreys
http://www.wikidata.org/entity/Q124083174,,Emma Marshall
http://www.wikidata.org/entity/Q124083175,,Frances Julia Wedgwood
http://www.wikidata.org/entity/Q124083176,,Alphonse de Lamartine
http://www.wikidata.org/entity/Q124083177,,L. T. Meade
http://www.wikidata.org/entity/Q124083178,,Rebecca Harding Davis
http://www.wikidata.org/entity/Q124083180,,Robert Murray Gilchrist
http://www.wikidata.org/entity/Q124083181,,Augustus Mongredien
http://www.wikidata.org/entity/Q124083182,,C. J. Hamilton
http://www.wikidata.org/entity/Q124083183,,George Manville Fenn
http://www.wikidata.org/entity/Q124083184,,Henry Curling
http://www.wikidata.org/entity/Q124083185,,J.S. Fletcher
http://www.wikidata.org/entity/Q124083186,,Francis Edward Smedley
http://www.wikidata.org/entity/Q124083187,,Henry William Herbert
http://www.wikidata.org/entity/Q124083188,,William Gordon Stables
http://www.wikidata.org/entity/Q124083189,,James Grant
http://www.wikidata.org/entity/Q124083190,,Henry Cadwallader Adams
http://www.wikidata.org/entity/Q124083192,,Francis Frederick Brandt
http://www.wikidata.org/entity/Q124083193,,Susannah Mary Paull
http://www.wikidata.org/entity/Q124083194,,Edward William Lewis Davies
http://www.wikidata.org/entity/Q124083195,,Mary Kernahan
http://www.wikidata.org/entity/Q124083196,,Mrs J. H. Riddell
http://www.wikidata.org/entity/Q124083197,,Harold Avery
http://www.wikidata.org/entity/Q124083198,,John Richardson
http://www.wikidata.org/entity/Q124083199,,Robert Michael Ballantyne
http://www.wikidata.org/entity/Q124083200,,William Henry Giles Kingston
http://www.wikidata.org/entity/Q124083201,,Hugh Farrie
http://www.wikidata.org/entity/Q124083202,,William Kirkus
http://www.wikidata.org/entity/Q124083203,,Annie Shepherd Swan
http://www.wikidata.org/entity/Q124083204,,Theodor Hertzka
http://www.wikidata.org/entity/Q124083205,,Barbara Hemphill
http://www.wikidata.org/entity/Q124083206,,Evelyn Everett-Green
http://www.wikidata.org/entity/Q124083208,,Sarah Tytler
http://www.wikidata.org/entity/Q124083209,,Ouida
http://www.wikidata.org/entity/Q124083210,,Evelyn Everett-Green
http://www.wikidata.org/entity/Q124083211,,Richard Cobbold
http://www.wikidata.org/entity/Q124083212,,Edward Heneage Dering
http://www.wikidata.org/entity/Q124083214,,Mary Anna Paull
http://www.wikidata.org/entity/Q124083215,,Charlotte Mary Yonge
http://www.wikidata.org/entity/Q124083216,,Mary Clementina Hibbert-Ware
http://www.wikidata.org/entity/Q124083217,,Henry Cadwallader Adams
http://www.wikidata.org/entity/Q124083218,,Mary H. Folkard
http://www.wikidata.org/entity/Q124083219,,Anna Harriett Drury
http://www.wikidata.org/entity/Q124083220,,Annie Hall Cudlip
http://www.wikidata.org/entity/Q124083221,,Sarah Stickney Ellis
http://www.wikidata.org/entity/Q124083222,,George Manville Fenn
http://www.wikidata.org/entity/Q124083223,,Edward Michael Whitty
http://www.wikidata.org/entity/Q124083224,,Hesba Stretton
http://www.wikidata.org/entity/Q124083225,,George Alfred Henty
http://www.wikidata.org/entity/Q124083226,,M. E. Francis
http://www.wikidata.org/entity/Q124083227,,John Conroy Hutcheson
http://www.wikidata.org/entity/Q124083228,,Georgina Castle Smith
http://www.wikidata.org/entity/Q124083229,,Beatrice Yorke
http://www.wikidata.org/entity/Q124083230,,J. E. Preston Muddock
http://www.wikidata.org/entity/Q124083231,,Bernard Capes
http://www.wikidata.org/entity/Q124083232,,William Gordon Stables
http://www.wikidata.org/entity/Q124082471,,Agnes Giberne
http://www.wikidata.org/entity/Q124082472,,Joseph Sortain
http://www.wikidata.org/entity/Q124082473,,Frederick Chamier
http://www.wikidata.org/entity/Q124082474,,William Henry Giles Kingston
http://www.wikidata.org/entity/Q124082475,,Elizabeth Sara Sheppard
http://www.wikidata.org/entity/Q124082476,,Eliza Humphreys
http://www.wikidata.org/entity/Q124082477,,Orme Agnus
http://www.wikidata.org/entity/Q124082479,,Henrietta Georgiana Marcia Lascelles Chatterton
http://www.wikidata.org/entity/Q124082480,,Anne Beale
http://www.wikidata.org/entity/Q124082481,,William Gordon Stables
http://www.wikidata.org/entity/Q124082482,,Ellen Price
http://www.wikidata.org/entity/Q124082483,,Sabine Baring-Gould
http://www.wikidata.org/entity/Q124082484,,Anna Eliza Bray
http://www.wikidata.org/entity/Q124082485,,Richard Cobbold
http://www.wikidata.org/entity/Q124082486,,Linda White Mazini Villari
http://www.wikidata.org/entity/Q124082488,,Harriette Smythies
http://www.wikidata.org/entity/Q124082489,,Henrietta Louisa Farrer
http://www.wikidata.org/entity/Q124082491,,Harriette Smythies
http://www.wikidata.org/entity/Q124082492,,Cecily Ullmann Sidgwick
http://www.wikidata.org/entity/Q124082493,,Lily Higgin
http://www.wikidata.org/entity/Q124082494,,Elizabeth Gaskell
http://www.wikidata.org/entity/Q124082495,,Henrietta Jenkin
http://www.wikidata.org/entity/Q124082496,,Georgiana Marion Craik
http://www.wikidata.org/entity/Q124082497,,Edward S. Ellis
http://www.wikidata.org/entity/Q124082498,,Theodore Augustus Tharp
http://www.wikidata.org/entity/Q124082499,,Richard Doddridge Blackmore
http://www.wikidata.org/entity/Q124082501,,George Mills
http://www.wikidata.org/entity/Q124082502,,Robert Henry Belcher
http://www.wikidata.org/entity/Q124082504,,Thomas Frognall Dibdin
http://www.wikidata.org/entity/Q124082505,,Horatio Hutchinson
http://www.wikidata.org/entity/Q124082507,,"Violet, Lady Greville"
http://www.wikidata.org/entity/Q124082509,,John Cordy Jeaffreson
http://www.wikidata.org/entity/Q124082511,,Silas K. Hocking
http://www.wikidata.org/entity/Q124082512,,Fiodor Dostoïevski
http://www.wikidata.org/entity/Q124082513,,Richard Doddridge Blackmore
http://www.wikidata.org/entity/Q124082516,,Julie Bosville Chetwynd
http://www.wikidata.org/entity/Q124082517,,Walter Lionel Bicknell
http://www.wikidata.org/entity/Q124082519,,Dora Russell
http://www.wikidata.org/entity/Q124082521,,Richard Levinge
http://www.wikidata.org/entity/Q124082522,,Arthur Paterson
http://www.wikidata.org/entity/Q124082523,,Isabella Fyvie Mayo
http://www.wikidata.org/entity/Q124082524,,Silas K. Hocking
http://www.wikidata.org/entity/Q124082525,,Catherine Sinclair
http://www.wikidata.org/entity/Q124082526,,Emma Marshall
http://www.wikidata.org/entity/Q124082527,,Thomas A. Pinkerton
http://www.wikidata.org/entity/Q124082528,,Julia Addison
http://www.wikidata.org/entity/Q124082529,,John Conroy Hutcheson
http://www.wikidata.org/entity/Q124082530,,Bertha Jane Grundy
http://www.wikidata.org/entity/Q124082531,,Katharine King
http://www.wikidata.org/entity/Q124082532,,Joseph Hatton
http://www.wikidata.org/entity/Q124082533,,Deborah Alcock
http://www.wikidata.org/entity/Q124082534,,James Ewing Ritchie
http://www.wikidata.org/entity/Q124082535,,Ellen Clayton
http://www.wikidata.org/entity/Q124082536,,Julia Corner
http://www.wikidata.org/entity/Q124082537,,Emily Jolly
http://www.wikidata.org/entity/Q124082539,,Richard Marsh
http://www.wikidata.org/entity/Q124082540,,Emma Marshall
http://www.wikidata.org/entity/Q124082541,,John Coleman
http://www.wikidata.org/entity/Q124082542,,Albert Robinson Bulman
http://www.wikidata.org/entity/Q124082543,,C. J. Cutcliffe Hyne
http://www.wikidata.org/entity/Q124082544,,George Manville Fenn
http://www.wikidata.org/entity/Q124082546,,Albany de Grenier Fonblanque
http://www.wikidata.org/entity/Q124082547,,Paul Cushing
http://www.wikidata.org/entity/Q124082548,,Evelyn Everett-Green
http://www.wikidata.org/entity/Q124082549,,Leonard Merrick
http://www.wikidata.org/entity/Q124082551,,Emma Robinson
http://www.wikidata.org/entity/Q124082552,,Rosa Mulholland
http://www.wikidata.org/entity/Q124082553,,Geoffrey Drage
http://www.wikidata.org/entity/Q124082554,,Matilda Houstoun
http://www.wikidata.org/entity/Q124082555,,Baroness Tautphoeus
http://www.wikidata.org/entity/Q124082556,,Irving Bacheller
http://www.wikidata.org/entity/Q124082557,,Julia Augusta Webster
http://www.wikidata.org/entity/Q124082558,,Matilda Houstoun
http://www.wikidata.org/entity/Q124082559,,Mrs J. H. Riddell
http://www.wikidata.org/entity/Q124082560,,Lizzie Ellen Tiddeman
http://www.wikidata.org/entity/Q124082561,,Julia Kavanagh
http://www.wikidata.org/entity/Q124082562,,Henry James
http://www.wikidata.org/entity/Q124082563,,Mary Anne Hardy
http://www.wikidata.org/entity/Q124082564,,Benjamin Brierley
http://www.wikidata.org/entity/Q124082565,,Isabella Reaney
http://www.wikidata.org/entity/Q124082567,,Jane H. Jamieson
http://www.wikidata.org/entity/Q124082568,,Janet Milne Rae
http://www.wikidata.org/entity/Q124082569,,Charles Gibbon
http://www.wikidata.org/entity/Q124082570,,Mary Eliza Bramston
http://www.wikidata.org/entity/Q124082571,,Barbara Hofland
http://www.wikidata.org/entity/Q124082572,,Alec John Dawson
http://www.wikidata.org/entity/Q124082573,,Jane Josephine Phillips
http://www.wikidata.org/entity/Q124082574,,Bart Kennedy
http://www.wikidata.org/entity/Q124082575,,Evelyn Everett-Green
http://www.wikidata.org/entity/Q124082576,,Gertrude Elizabeth Blood
http://www.wikidata.org/entity/Q124082577,,Richard Doddridge Blackmore
http://www.wikidata.org/entity/Q124082579,,Eliot Warburton
http://www.wikidata.org/entity/Q124082580,,Edith C. Kenyon
http://www.wikidata.org/entity/Q124082581,,Henrietta Batson
http://www.wikidata.org/entity/Q124082582,,Elizabeth Mary Dobell
http://www.wikidata.org/entity/Q124082583,,George Payne Rainsford James
http://www.wikidata.org/entity/Q124082584,,Frederic Farrar
http://www.wikidata.org/entity/Q124082585,,Clement Wise
http://www.wikidata.org/entity/Q124082586,,Curtis Yorke
http://www.wikidata.org/entity/Q124082587,,Sabine Baring-Gould
http://www.wikidata.org/entity/Q124083233,,C. J. Hamilton
http://www.wikidata.org/entity/Q124083234,,Alfred Wilks Drayson
http://www.wikidata.org/entity/Q124083235,,Jessie Fothergill
http://www.wikidata.org/entity/Q124083236,,Emily Feake Bridges
http://www.wikidata.org/entity/Q124083237,,Elizabeth Harris
http://www.wikidata.org/entity/Q124083238,,William Gordon Stables
http://www.wikidata.org/entity/Q124083240,,William Gordon Stables
http://www.wikidata.org/entity/Q124083241,,Henry Hawley Smart
http://www.wikidata.org/entity/Q124083242,,Alfred Henry Lambton
http://www.wikidata.org/entity/Q124083243,,Bret Harte
http://www.wikidata.org/entity/Q124083244,,William Gordon Stables
http://www.wikidata.org/entity/Q124083245,,J. E. Preston Muddock
http://www.wikidata.org/entity/Q124083247,,J.S. Fletcher
http://www.wikidata.org/entity/Q124083248,,Frank Frankfort Moore
http://www.wikidata.org/entity/Q124083249,,Jane Barlow
http://www.wikidata.org/entity/Q124083251,,Salvatore Farina
http://www.wikidata.org/entity/Q124083252,,Jane Barlow
http://www.wikidata.org/entity/Q124083254,,Isabella Banks
http://www.wikidata.org/entity/Q124083255,,H. Anderson Bryden
http://www.wikidata.org/entity/Q124083256,,Robert Barr
http://www.wikidata.org/entity/Q124083257,,Hugh Stowell Scott
http://www.wikidata.org/entity/Q124083259,,John Cox Boyce
http://www.wikidata.org/entity/Q124083262,,George Webb Appleton
http://www.wikidata.org/entity/Q124083263,,Grace Stebbing
http://www.wikidata.org/entity/Q124083264,,C. J. Cutcliffe Hyne
http://www.wikidata.org/entity/Q124083265,,Sabine Baring-Gould
http://www.wikidata.org/entity/Q124083266,,Bret Harte
http://www.wikidata.org/entity/Q124083268,,Anna Harriett Drury
http://www.wikidata.org/entity/Q124083269,,Louisa Stuart Costello
http://www.wikidata.org/entity/Q124083270,,Lillian Spender
http://www.wikidata.org/entity/Q124083271,,Thomas Wemyss Reid
http://www.wikidata.org/entity/Q124083272,,Charles Thomas Clement James
http://www.wikidata.org/entity/Q124083273,,Daniel Owen Madden
http://www.wikidata.org/entity/Q124083275,,Anna C. Steele
http://www.wikidata.org/entity/Q124083276,,Yotty Osborn
http://www.wikidata.org/entity/Q124083277,,Henrietta Eliza Vaughan Stannard
http://www.wikidata.org/entity/Q124083278,,Thomas Adolphus Trollope
http://www.wikidata.org/entity/Q124083280,,Charles Gibbon
http://www.wikidata.org/entity/Q124083281,,George Brown Burgin
http://www.wikidata.org/entity/Q124083282,,Robert Michael Ballantyne
http://www.wikidata.org/entity/Q124083283,,Bracebridge Hemyng
http://www.wikidata.org/entity/Q124083284,,Maria Catherine Bishop
http://www.wikidata.org/entity/Q124083286,,George Payne Rainsford James
http://www.wikidata.org/entity/Q124083287,,Frederic Farrar
http://www.wikidata.org/entity/Q124083288,,John Milner Fothergill
http://www.wikidata.org/entity/Q124083289,,Lewis Strange Wingfield
http://www.wikidata.org/entity/Q124083290,,Nadage Dorée
http://www.wikidata.org/entity/Q124083291,,George Whyte-Melville
http://www.wikidata.org/entity/Q124083293,,Deborah Alcock
http://www.wikidata.org/entity/Q124083294,,Florence Marryat
http://www.wikidata.org/entity/Q124083295,,Walter Raymond
http://www.wikidata.org/entity/Q124083296,,Lauretta Caroline Maria Luffman
http://www.wikidata.org/entity/Q124083297,,Edward Cooper
http://www.wikidata.org/entity/Q124083298,,Isabella Banks
http://www.wikidata.org/entity/Q124083299,,Bertha Jane Grundy
http://www.wikidata.org/entity/Q124083300,,Sydney Hodges
http://www.wikidata.org/entity/Q124083301,,Samuel Middleton Fox
http://www.wikidata.org/entity/Q124083303,,Charles Henry Eden
http://www.wikidata.org/entity/Q124083304,,Mrs J. H. Riddell
http://www.wikidata.org/entity/Q124083305,,Elizabeth Robins
http://www.wikidata.org/entity/Q124083306,,Henry Pritchard
http://www.wikidata.org/entity/Q124083307,,Emily Katharine Bates
http://www.wikidata.org/entity/Q124083308,,Gorges Lowther
http://www.wikidata.org/entity/Q124083309,,Henry Solly
http://www.wikidata.org/entity/Q124083310,,George H. Jessop
http://www.wikidata.org/entity/Q124083311,,Mary Francis Chapman
http://www.wikidata.org/entity/Q124083312,,Henry Lane
http://www.wikidata.org/entity/Q124083313,,Mary Charlotte Mair Senior
http://www.wikidata.org/entity/Q124083314,,Beatrice May Allhusen
http://www.wikidata.org/entity/Q124083315,,Henry Curling
http://www.wikidata.org/entity/Q124083316,,Mary Elizabeth Braddon
http://www.wikidata.org/entity/Q124083317,,Marion Adams-Acton
http://www.wikidata.org/entity/Q124083318,,Frances Trollope
http://www.wikidata.org/entity/Q124083319,,Christabel Coleridge
http://www.wikidata.org/entity/Q124083320,,James Hain Friswell
http://www.wikidata.org/entity/Q124083321,,Sheridan Le Fanu
http://www.wikidata.org/entity/Q124083322,,Hesketh Vernon Hesketh Prichard
http://www.wikidata.org/entity/Q124083323,,Catherine Crowe
http://www.wikidata.org/entity/Q124083324,,Rosa Mulholland
http://www.wikidata.org/entity/Q124083325,,Henry Lucy
http://www.wikidata.org/entity/Q124083326,,Joseph Hocking
http://www.wikidata.org/entity/Q124083327,,Katherine Cooper
http://www.wikidata.org/entity/Q124083328,,Annette Marie Maillard
http://www.wikidata.org/entity/Q124083329,,George Manville Fenn
http://www.wikidata.org/entity/Q124083330,,Henry Jackson
http://www.wikidata.org/entity/Q124083331,,William Edward Norris
http://www.wikidata.org/entity/Q124083332,,Eleanor Grace O'Reilly
http://www.wikidata.org/entity/Q124083333,,Phoebe Anne Allen
http://www.wikidata.org/entity/Q124083334,,Constance E. Plumptre
http://www.wikidata.org/entity/Q124083335,,Frederic Henry Balfour
http://www.wikidata.org/entity/Q124083336,,Sarah Tytler
http://www.wikidata.org/entity/Q124083337,,Sarah Tytler
http://www.wikidata.org/entity/Q124083338,,Thomas Adolphus Trollope
http://www.wikidata.org/entity/Q124083340,,Gertrude Armitage Southam
http://www.wikidata.org/entity/Q124083341,,Thomas Wemyss Reid
http://www.wikidata.org/entity/Q124083342,,John Coleman
http://www.wikidata.org/entity/Q124083343,,Isabella Reaney
http://www.wikidata.org/entity/Q124083344,,Robina Forrester Hardy
http://www.wikidata.org/entity/Q124083345,,Isabella Banks
http://www.wikidata.org/entity/Q124083346,,James Payn
http://www.wikidata.org/entity/Q124082588,,William Romaine Paterson
http://www.wikidata.org/entity/Q124082589,,Nathaniel Parker Willis
http://www.wikidata.org/entity/Q124082590,,Mrs. Alexander Fraser
http://www.wikidata.org/entity/Q124082592,,Samuel Gordon
http://www.wikidata.org/entity/Q124082593,,John Bickerdyke
